Time_s,RR_ms,PQ_ms,QT_ms,PQ_smooth,QT_smooth
-3.7022376674485526,585.6427484787018,,177.64496703853953,74.9134682429006,176.66889579107504
-3.110719744086377,591.4991759634888,50.755704868154154,175.69282454361056,78.08569979716023,178.72949064683343
-2.532867251296925,577.8341784989858,,179.59710953346854,86.87034102434077,179.20668103448276
-1.958919167242537,573.9298935091277,,175.69282454361056,96.36485224967728,179.06470703485155
-1.4064453312310001,552.4563260649087,52.70784736308316,173.74068204868155,93.21480413286004,178.45835974475997
-0.8539714952194633,552.4563260649087,,175.69282454361056,101.66157454361054,178.09546146044624
-0.2936888417377981,560.2648960446247,,183.50139452332655,98.02544099536365,179.0393545349174
0.23731074623088766,530.9827586206897,144.45854462474645,171.78853955375254,95.00426808654495,179.0765382014875
0.7644059254645095,527.0784736308316,103.46355223123732,195.2142494929006,104.76498056118999,179.33682386747802
1.2817400828604715,517.3177611561865,165.9321120689655,183.50139452332655,114.59076445233265,179.46696670047328
1.7912654227863056,509.50919117647055,191.30996450304258,177.64496703853953,124.43823881564118,179.07653820148747
2.289077536506948,497.7963362068965,58.56427484787017,171.78853955375254,128.2557619168357,185.3233941852603
2.806411693902911,517.3177611561865,203.02281947261662,173.74068204868155,134.6327607336038,185.4535370182556
3.3471723037092556,540.7434710953346,50.755704868154154,191.30996450304258,141.5737118266847,185.58367985125085
3.887932913515602,540.7434710953346,52.70784736308316,179.59710953346854,137.62604589249491,185.19325135226504
4.415028092749223,527.0784736308316,197.1663919878296,181.54925202839755,140.87961671737656,185.58367985125085
4.938218863247782,523.1741886409736,,177.64496703853953,146.60590136916835,184.5425371872887
5.459457429378807,521.2220461460446,199.1185344827586,173.74068204868155,139.1877598884381,184.15210868830292
5.97679158677477,517.3177611561865,109.31997971602433,269.39566430020284,133.85190373563216,189.48796484110886
6.486316926700603,509.50919117647055,,175.69282454361056,142.70161637931034,190.13867900608517
6.999746675361502,513.4134761663286,187.40567951318457,177.64496703853953,141.00975955037185,190.26882183908046
7.522937445860059,523.1741886409736,54.65998985801217,177.64496703853953,141.00975955037185,189.61810767410412
8.042223807623554,519.2699036511156,193.26210699797159,177.64496703853953,141.27004521636238,189.6181076741041
8.551749147549389,509.50919117647055,189.35782200811357,179.59710953346854,135.99926048005406,190.13867900608517
9.063226691842754,511.4613336713996,54.65998985801217,177.64496703853953,134.76290356659905,190.3989646720757
9.578608644871185,515.3656186612575,111.27212221095334,257.68280933062874,127.47490491886408,195.6046779918864
10.086181780429486,507.5570486815415,191.30996450304258,181.54925202839755,131.89976124070319,189.87839334009465
10.591802711620257,505.6049061866126,177.64496703853953,175.69282454361056,134.43754648411087,189.94346475659228
11.095471438443496,503.65276369168356,50.755704868154154,181.54925202839755,135.0882606490872,189.4228934246112
11.60499677836933,509.50919117647055,56.612132352941174,179.59710953346854,135.0882606490872,189.55303625760646
12.104761096457505,499.74847870182555,,189.35782200811357,131.18397565922922,192.1558929175118
12.598668801443083,493.8920512170385,179.59710953346854,181.54925202839755,129.88254732927652,192.02575008451655
13.086719893326066,488.0356237322515,89.79855476673427,251.82638184584178,133.65668948613927,192.1558929175118
13.578675393944113,491.9399087221095,175.69282454361056,183.50139452332655,129.75240449628126,186.42960826572005
14.084296325134886,505.6049061866126,,,128.06054766734277,186.16932259972953
14.597726073795783,513.4134761663286,197.1663919878296,169.83639705882354,126.62897650439484,185.909036933739
15.105299209354087,507.5570486815415,54.65998985801217,179.59710953346854,129.36197599729547,190.9846074205544
15.607015731809792,501.7006211967545,134.69783215010142,216.68781693711966,134.56768931710616,191.63532158553073
16.09897123242784,491.9399087221095,169.83639705882354,177.64496703853953,138.53704572346177,190.85446458755914
16.592878937413417,493.8920512170385,,179.59710953346854,138.01647439148073,190.98460742055443
17.084834438031464,491.9399087221095,52.70784736308316,171.78853955375254,142.83175921230563,185.90903693373903
17.570933325546918,486.0834812373225,165.9321120689655,177.64496703853953,137.2356173935091,190.46403608857335
18.053127804327303,482.17919624746446,156.17139959432046,171.78853955375254,133.39640382014875,190.26882183908043
18.543131100577817,489.9877662271805,91.75069726166328,257.68280933062874,131.31411849222448,190.91953600405677
19.037038805563398,493.8920512170385,,189.35782200811357,138.99254563894522,190.39896467207572
19.538755328019104,501.7006211967545,177.64496703853953,177.64496703853953,141.5954022988506,187.40567951318457
20.032663033004685,493.8920512170385,171.78853955375254,183.50139452332655,136.7801174780257,200.81039131169706
20.526570737990262,493.8920512170385,162.02782707910748,175.69282454361056,141.20497379986475,200.41996281271128
21.02047844297584,493.8920512170385,91.75069726166328,251.82638184584178,147.64704403313047,201.0706769776876
21.51633835232895,495.84419371196753,,173.74068204868155,144.65375887423934,203.28310513860714
22.00634164857947,489.9877662271805,165.9321120689655,179.59710953346854,140.9663786060401,204.06396213657874
22.498297149197516,491.9399087221095,169.83639705882354,171.78853955375254,140.22890255240026,198.59796315077756
22.994157058550623,495.84419371196753,173.74068204868155,171.78853955375254,135.2834748985801,197.42667765382015
23.488064763536205,493.8920512170385,97.6071247464503,378.71564401622715,128.32083333333333,197.16639198782963
23.976115855419188,488.0356237322515,177.64496703853953,173.74068204868155,122.59454868154157,203.02281947261662
24.462214742934638,486.0834812373225,,181.54925202839755,117.38883536173088,209.3998182893847
24.95026583481762,488.0356237322515,121.03283468559836,210.83138945233264,116.47783553076401,211.22181795131843
25.438316926700605,488.0356237322515,,183.50139452332655,113.48455037187288,209.66010395537526
25.932224631686182,493.8920512170385,,175.69282454361056,114.00512170385394,208.74910412440838
26.428084541039293,495.84419371196753,60.51641734279918,171.78853955375254,110.68647946247464,209.92038962136576
26.920040041657344,491.9399087221095,,173.74068204868155,103.52862364773496,218.90024509803922
27.408091133540324,488.0356237322515,85.89426977687627,271.3478067951318,101.51140973630831,214.21510311020958
27.901998838525905,493.8920512170385,83.94212728194725,271.3478067951318,94.22341108857336,212.65338911426636
28.397858747879013,495.84419371196753,78.08569979716023,279.15637677484784,90.51434034820825,212.26296061528058
28.893718657232128,495.84419371196753,83.94212728194725,150.31497210953344,88.82248351926977,209.66010395537526
29.38372195348264,489.9877662271805,173.74068204868155,165.9321120689655,94.33186344940275,209.1395326233942
29.887390680305877,503.65276369168356,,189.35782200811357,95.4597680020284,209.0093897903989
30.39496381586418,507.5570486815415,66.3728448275862,306.48637170385393,96.93472010930807,209.3998182893847
30.90058474705495,505.6049061866126,,308.4385141987829,96.56598208248815,209.92038962136576
31.40620567824572,505.6049061866126,68.32498732251521,150.31497210953344,94.35355392156862,202.76253380662607
31.913778813804022,507.5570486815415,93.70283975659228,175.69282454361056,92.336340010142,196.25539215686274
32.4193997449948,505.6049061866126,95.65498225152129,171.78853955375254,90.77462601419877,189.09753634212305
32.91916406308297,499.74847870182555,183.50139452332655,175.69282454361056,89.0827691852603,190.7893931710615
33.41307176806855,493.8920512170385,97.6071247464503,173.74068204868155,85.24355561189992,191.17982167004732
33.90893167742166,495.84419371196753,,177.64496703853953,88.82248351926978,189.87839334009468
34.40088717803971,491.9399087221095,,181.54925202839755,96.04541075050709,180.8985378634212
34.89284267865775,491.9399087221095,52.70784736308316,163.9799695740365,103.26833798174442,171.65839672075725
35.37698936180567,484.13133874239344,,173.74068204868155,110.55633662947938,172.95982505070995
35.86113604495359,484.13133874239344,54.65998985801217,171.78853955375254,109.90562246450304,172.69953938471943
36.34137831936645,480.2270537525354,58.56427484787017,175.69282454361056,109.51519396551724,172.69953938471937
36.823572798146834,482.17919624746446,,171.78853955375254,109.6453367985125,172.43925371872885
37.31357609439735,489.9877662271805,173.74068204868155,169.83639705882354,115.24147861730899,172.43925371872885
37.80357939064786,489.9877662271805,,171.78853955375254,122.0956678217264,172.04882521974307
38.29358268689838,489.9877662271805,175.69282454361056,169.83639705882354,124.22133409398242,171.528253887762
38.78944259625149,495.84419371196753,177.64496703853953,169.83639705882354,127.8653334178499,172.3091108857336
39.30287234491239,513.4134761663286,83.94212728194725,171.78853955375254,128.19069050033806,171.528253887762
39.816302093573285,513.4134761663286,89.79855476673427,171.78853955375254,136.51983181203516,171.00768255578092
40.31606641166146,499.74847870182555,185.45353701825556,171.78853955375254,141.8556879648411,171.528253887762
40.81778293411717,501.7006211967545,181.54925202839755,173.74068204868155,140.61933105138607,171.39811105476673
41.32535606967547,507.5570486815415,185.45353701825556,171.78853955375254,138.27676005747125,171.7885395537525
41.8407380227039,515.3656186612575,99.5592672413793,173.74068204868155,132.09497549019608,171.9186823867478
42.35026336262974,509.50919117647055,107.36783722109533,175.69282454361056,128.8414046653144,172.17896805273833
42.84807547635038,497.7963362068965,58.56427484787017,162.02782707910748,126.88926217038538,172.3091108857336
43.34003097696843,491.9399087221095,179.59710953346854,163.9799695740365,129.29690458079781,172.3091108857336
43.843699703791664,503.65276369168356,,183.50139452332655,129.42704741379308,172.17896805273833
44.362986065555155,519.2699036511156,97.6071247464503,169.83639705882354,123.83090559499662,172.04882521974307
44.91936431030176,556.3606110547667,138.60211713995943,175.69282454361056,119.145763607167,172.04882521974307
45.47574255504836,556.3606110547667,81.98998478701824,173.74068204868155,119.92662060513861,172.04882521974307
46.030168595427426,554.4084685598377,126.88926217038538,173.74068204868155,126.1084051724138,171.7885395537525
46.574833613968835,544.6477560851927,148.36282961460446,171.78853955375254,131.44426132521974,171.1378253887762
47.10973761067259,534.8870436105476,,171.78853955375254,139.25283130493574,171.7885395537525
47.630976176803614,521.2220461460446,91.75069726166328,169.83639705882354,138.86240280594996,172.17896805273833
48.15221474293464,521.2220461460446,,169.83639705882354,141.72554513184585,171.26796822177147
48.669548900330604,517.3177611561865,111.27212221095334,173.74068204868155,139.5131169709263,171.00768255578092
49.1829786489915,513.4134761663286,197.1663919878296,171.78853955375254,135.95587953572232,170.5521826402975
49.690551784549804,507.5570486815415,,169.83639705882354,137.56097447599728,170.4220398073022
50.19031610263798,499.74847870182555,187.40567951318457,165.9321120689655,137.56097447599728,170.1617541413117
50.68031939888849,489.9877662271805,175.69282454361056,171.78853955375254,135.21840348208246,170.29189697430695
51.16837049077147,488.0356237322515,173.74068204868155,169.83639705882354,136.19447472954698,170.81246830628803
51.66618260449212,497.7963362068965,181.54925202839755,169.83639705882354,136.45476039553753,179.40189528397568
52.16399471821276,497.7963362068965,64.42070233265719,165.9321120689655,137.2356173935091,179.40189528397565
52.68718548871132,523.1741886409736,,,139.09015276369166,179.80626765792525
53.23965932472286,552.4563260649087,,171.78853955375254,134.62274974645027,180.4230159736308
53.82141622624737,581.7384634888438,126.88926217038538,169.83639705882354,129.81747591277886,181.30523421653143
54.40122092340435,579.7863209939148,113.22426470588235,173.74068204868155,124.58218467637836,182.7027907754011
54.97321680309121,571.9777510141988,134.69783215010142,179.59710953346854,119.47112068965514,183.79421589756595
55.53545166094041,562.2170385395538,95.65498225152129,298.6778017241379,113.4411694275411,185.34508465742618
56.08597329258441,550.5041835699797,113.22426470588235,169.83639705882354,104.92765910243403,187.28367060725154
